نام کالا,نماد,تالار,تولید کننده,نوع قرارداد,قیمت پایانی میانگین موزون,ارزش معامله (هزارریال),قیمت پایانی,پایین ترین,بالاترین,قیمت پایه عرضه,حجم عرضه,تقاضا,حجم قرارداد,واحد,تاریخ معامله,تاریخ تحویل,مکان تحویل,عرضه کننده,تاریخ قیمت تسویه,کارگزار,نحوه عرضه,روش خرید,نوع بسته بندی,نوع تسویه,نوع ارز,کد عرضه
سیمان پرتلند نوع 2 رده 32/5-فله,CICE-PCT2G32.5-B-00,تالار سیمان,سیمان کیاسر,نقدی (مچینگ),"12,196","5,793,100","12,196","12,196","12,196","12,196",0,475,475,تن,1403/08/20,1403/08/23,انبار کارخانه,صنایع سیمان کیاسر,,بانک سپه,عمده,عادی,فله,نقدی / اعتباری,ریال,887014
سیمان پرتلند نوع 2 رده 32/5-فله,CICE-PCT2G32.5-B-00,تالار سیمان,سیمان کیاسر,نقدی (مچینگ),"12,196","4,268,600","12,196","12,196","12,196","12,196",0,350,350,تن,1403/08/21,1403/08/23,انبار کارخانه,صنایع سیمان کیاسر,,بانک سپه,عمده,عادی,فله,نقدی / اعتباری,ریال,887014
سیمان پرتلند نوع 2 رده 32/5-کیسه50,CICE-PCT2G32.5-L50-00,تالار سیمان,سیمان کیاسر,نقدی,"13,431","26,861,250","13,431","13,418","13,519","13,402","2,000","2,130","2,000",تن,1403/08/20,1403/08/23,انبار کارخانه,صنایع سیمان کیاسر,,بانک سپه,عمده,عادی,کیسه,نقدی / اعتباری,ریال,887015
پتاس (کلرید پتاسیم),FFK-KCLJ-00,تالار پتروشیمی,مجتمع فرآورده های فسفات کارون,نقدی,,0,,,,"250,000",75,0,0,تن,1403/08/20,1403/08/23,انبار کارخانه,مجتمع فرآورده های فسفات کارون,,بانک کارآفرین,عمده,عادی,جامبوبگ,نقدی / اعتباری,ریال,887017
سیمان پرتلند نوع 2 رده 42/5-فله,KBCC-PCT2G42.5-B-00,تالار سیمان,سیمان کاوان بوکان,نقدی,"17,415","52,245,230","17,415","17,229","17,654","13,338","3,000","6,330","3,000",تن,1403/08/20,1403/08/23,انبار کارخانه,سیمان کاوان بوکان,,هامرز,عمده,عادی,فله,نقدی / اعتباری,ریال,887026
سیمان پرتلند نوع 2 رده 42/5-کیسه50,KBCC-PCT2G42.5-L50-00,تالار سیمان,سیمان کاوان بوکان,نقدی,"18,246","54,737,370","18,246","17,785","18,500","14,781","3,000","6,250","3,000",تن,1403/08/20,1403/08/23,انبار کارخانه,سیمان کاوان بوکان,,هامرز,عمده,عادی,کیسه,نقدی,ریال,887028
پلی استایرن انبساطی نسوز F100,ENPC-PSSEF100J-089,تالار پتروشیمی,توسعه صنایع پتروشیمی پلی استایرن انتخاب,سلف,"694,494","694,494,060","694,494","693,388","695,999","692,778","1,000","1,090","1,000",تن,1403/08/20,1403/09/05,تهران,توسعه صنایع پتروشیمی پلی استایرن انتخاب,,بانک تجارت,عمده,عادی,جامبوبگ,نقدی / اعتباری,ریال,887033
پلی استایرن انبساطی نسوز F200,ENPC-PSSEF200J-089,تالار پتروشیمی,توسعه صنایع پتروشیمی پلی استایرن انتخاب,نقدی,"692,778","374,100,120","692,778","692,778","692,778","692,778",600,550,540,تن,1403/08/20,1403/08/23,تهران,توسعه صنایع پتروشیمی پلی استایرن انتخاب,,بانک تجارت,عمده,عادی,جامبوبگ,نقدی,ریال,887034
پلی استایرن انبساطی نسوز F200,ENPC-PSSEF200J-089,تالار پتروشیمی,توسعه صنایع پتروشیمی پلی استایرن انتخاب,نقدی (مچینگ),"692,778","13,855,560","692,778","692,778","692,778","692,778",0,20,20,تن,1403/08/20,1403/08/23,تهران,توسعه صنایع پتروشیمی پلی استایرن انتخاب,,بانک تجارت,عمده,عادی,جامبوبگ,نقدی,ریال,887034
پلی استایرن انبساطی نسوز F300,ENPC-PSSEF300J-089,تالار پتروشیمی,توسعه صنایع پتروشیمی پلی استایرن انتخاب,نقدی (مچینگ),"692,778","27,711,120","692,778","692,778","692,778","692,778",0,40,40,تن,1403/08/20,1403/08/23,تهران,توسعه صنایع پتروشیمی پلی استایرن انتخاب,,بانک تجارت,عمده,عادی,جامبوبگ,نقدی / اعتباری,ریال,887035
پلی استایرن انبساطی نسوز F300,ENPC-PSSEF300J-089,تالار پتروشیمی,توسعه صنایع پتروشیمی پلی استایرن انتخاب,نقدی,"692,778","20,783,340","692,778","692,778","692,778","692,778",400,90,30,تن,1403/08/20,1403/08/23,تهران,توسعه صنایع پتروشیمی پلی استایرن انتخاب,,بانک تجارت,عمده,عادی,جامبوبگ,نقدی / اعتباری,ریال,887035
پلی استایرن انبساطی R200,ENPC-PSSER200J-089,تالار پتروشیمی,توسعه صنایع پتروشیمی پلی استایرن انتخاب,سلف,"655,390","45,877,300","655,390","655,390","655,390","655,390",600,80,70,تن,1403/08/20,1403/09/19,تهران,توسعه صنایع پتروشیمی پلی استایرن انتخاب,,بانک تجارت,عمده,عادی,جامبوبگ,نقدی / اعتباری,ریال,887037
پلی استایرن انبساطی R200,ENPC-PSSER200J-089,تالار پتروشیمی,توسعه صنایع پتروشیمی پلی استایرن انتخاب,سلف (مچینگ),"655,390","6,553,900","655,390","655,390","655,390","655,390",0,10,10,تن,1403/08/20,1403/09/19,تهران,توسعه صنایع پتروشیمی پلی استایرن انتخاب,,بانک تجارت,عمده,عادی,جامبوبگ,نقدی / اعتباری,ریال,887037
پلی استایرن انبساطی R310,ENPC-PSSER310J-089,تالار پتروشیمی,توسعه صنایع پتروشیمی پلی استایرن انتخاب,سلف (مچینگ),"655,390","6,553,900","655,390","655,390","655,390","655,390",0,10,10,تن,1403/08/20,1403/09/19,تهران,توسعه صنایع پتروشیمی پلی استایرن انتخاب,,بانک تجارت,عمده,عادی,جامبوبگ,نقدی / اعتباری,ریال,887038
پلی استایرن انبساطی R310,ENPC-PSSER310J-089,تالار پتروشیمی,توسعه صنایع پتروشیمی پلی استایرن انتخاب,سلف,"655,390","58,985,100","655,390","655,390","655,390","655,390",700,110,90,تن,1403/08/20,1403/09/19,تهران,توسعه صنایع پتروشیمی پلی استایرن انتخاب,,بانک تجارت,عمده,عادی,جامبوبگ,نقدی / اعتباری,ریال,887038
سیمان پرتلند نوع 2 رده 42/5-فله,CTM-PCT2G42.5-B-00,تالار سیمان,گروه صنعتی معدنی سیمان تجارت مهریز,نقدی,"10,809","118,899,625","10,809","10,756","10,899","10,397","11,000","11,975","11,000",تن,1403/08/20,1403/08/23,انبار کارخانه,گروه صنعتی ومعدنی سیمان تجارت مهریز,,بانک تجارت,عمده,عادی,فله,نقدی,ریال,887039
سیمان پرتلند نوع 2 رده 42/5-کیسه50,CTM-PCT2G42.5-L50-00,تالار سیمان,گروه صنعتی معدنی سیمان تجارت مهریز,نقدی,"12,987","129,873,470","12,987","12,809","13,149","11,774","10,000","15,890","10,000",تن,1403/08/20,1403/08/23,انبار کارخانه,گروه صنعتی ومعدنی سیمان تجارت مهریز,,بانک تجارت,عمده,عادی,کیسه,نقدی,ریال,887040
سولفات سدیم,MAI-OASOSULJ-00,تالار حراج باز,معدنی املاح ایران,سلف,"61,200","183,600,000","61,200","61,200","61,200","61,200","3,000","5,200","3,000",تن,1403/08/20,1403/09/18,انبار کارخانه,معدنی املاح ایران,,صبا تأمین,عمده,عادی,جامبوبگ,نقدی / اعتباری,ریال,887043
سیمان پرتلند نوع 2 رده 42/5-فله,ACC-PCT2G42.5-B-00,تالار سیمان,سیمان آبیک,نقدی,"13,464","417,483,048","13,464","13,339","14,000","13,336","31,008","32,520","31,008",تن,1403/08/20,1403/08/23,انبار کارخانه,سیمان آبیک,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,887044
سیمان پرتلند نوع 2 رده 42/5-کیسه50,ACC-PCT2G42.5-L50-00,تالار سیمان,سیمان آبیک,نقدی,"15,488","425,930,640","15,488","15,400","15,609","14,779","27,500","32,440","27,500",تن,1403/08/20,1403/08/23,انبار کارخانه,سیمان آبیک,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,887045
سیمان پرتلند نوع 2 رده 42/5-فله,UCC-PCT2G42.5-B-00,تالار سیمان,سیمان ارومیه,نقدی,"18,726","131,081,550","18,726","18,399","19,099","13,308","7,000","11,520","7,000",تن,1403/08/20,1403/08/23,انبار کارخانه,سیمان ارومیه,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,887046
سیمان پرتلند نوع 2 رده 42/5-کیسه50,UCC-PCT2G42.5-L50-00,تالار سیمان,سیمان ارومیه,نقدی,"17,571","35,142,150","17,571","17,366","17,789","14,735","2,000","4,550","2,000",تن,1403/08/20,1403/08/23,انبار کارخانه,سیمان ارومیه,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,887048
سیمان پرتلند نوع 2 رده 42/5-فله,BCCO-PCT2G42.5-B-00,تالار سیمان,سیمان بجنورد,نقدی,"8,374","47,229,360","8,374","8,374","8,374","8,374","6,000","5,640","5,640",تن,1403/08/20,1403/08/23,انبار کارخانه,سیمان بجنورد,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,887051
سیمان پرتلند نوع 2 رده 42/5-فله,BCCO-PCT2G42.5-B-00,تالار سیمان,سیمان بجنورد,نقدی (مچینگ),"8,374","3,014,640","8,374","8,374","8,374","8,374",0,360,360,تن,1403/08/20,1403/08/23,انبار کارخانه,سیمان بجنورد,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,887051
سیمان پرتلند نوع 2 رده 42/5-کیسه50,BCCO-PCT2G42.5-L50-00,تالار سیمان,سیمان بجنورد,نقدی,"10,698","42,791,275","10,698","10,609","10,769","10,455","4,000","4,950","4,000",تن,1403/08/20,1403/08/23,انبار کارخانه,سیمان بجنورد,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,887054
سیمان پرتلند نوع 2 رده 32/5-کیسه50,BCC-PCT2G32.5-L50-00,تالار سیمان,سیمان بهبهان,نقدی,"15,612","7,805,890","15,612","15,559","15,950","13,312",500,"1,680",500,تن,1403/08/20,1403/08/23,انبار کارخانه,سیمان بهبهان,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,887059
سیمان پرتلند نوع 2 رده 32/5-فله,KHCE-PCT2G32.5-B-00,تالار سیمان,سیمان خاش,نقدی (مچینگ),"14,868","26,390,700","14,868","14,868","14,868","14,868",0,"1,775","1,775",تن,1403/08/20,1403/08/23,انبار کارخانه,سیمان خاش,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,887060
سیمان پرتلند نوع 2 رده 32/5-فله,KHCE-PCT2G32.5-B-00,تالار سیمان,سیمان خاش,نقدی,"14,868","77,685,300","14,868","14,868","14,868","14,868","7,000","5,225","5,225",تن,1403/08/20,1403/08/23,انبار کارخانه,سیمان خاش,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,887060
سیمان پرتلند نوع 2 رده 32/5-کیسه50,KHCE-PCT2G32.5-L50-00,تالار سیمان,سیمان خاش,نقدی,"15,734","110,137,025","15,734","15,559","15,909","13,243","7,000","9,550","7,000",تن,1403/08/20,1403/08/23,انبار کارخانه,سیمان خاش,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,887061
شمش روی 99.98,TSK-ZII1-00,تالار صنعتی,توسعه صنایع روی خاورمیانه,نقدی,"1,755,200","131,639,975","1,755,200","1,752,800","1,759,999","1,663,860",75,325,75,تن,1403/08/20,1403/08/23,انبار کارخانه,توسعه صنایع روی خاورمیانه,,کارآمد,عمده,عادی,سایر,نقدی,ریال,887068
شمش روی 99.98,IZE-ZII1-00,تالار صنعتی,گسترش صنایع روی ایرانیان,نقدی,"1,701,888","127,641,600","1,701,888","1,701,888","1,701,888","1,663,860",75,350,75,تن,1403/08/20,1403/08/23,انبار کارخانه,گسترش صنایع روی ایرانیان,,کارآمد,عمده,عادی,سایر,نقدی,ریال,887072
سیمان پرتلند نوع 2 رده 42/5-فله,KZCO-PCT2G42.5-B-00,تالار سیمان,سیمان خزر,نقدی,"13,625","102,186,170","13,625","13,519","13,789","13,338","7,500","8,220","7,500",تن,1403/08/20,1403/08/23,انبار کارخانه,سیمان خزر,,صبا تأمین,عمده,عادی,فله,نقدی,ریال,887075
سیمان پرتلند نوع 2 رده 32/5-فله,SSGK-PCT2G32.5-B-00,تالار سیمان,سیمان سپهر قیر و کارزین,نقدی,"7,975","19,937,500","7,975","7,975","7,975","7,975","2,500","2,500","2,500",تن,1403/08/20,1403/08/23,انبار کارخانه,سیمان سپهر قیر و کارزین,,مبین سرمایه,عمده,عادی,فله,نقدی,ریال,887076
سیمان پرتلند نوع 2 رده 42/5-کیسه50,KZCO-PCT2G42.5-L50-00,تالار سیمان,سیمان خزر,نقدی (مچینگ),"13,229","23,283,040","13,229","13,229","13,229","13,229",0,"1,760","1,760",تن,1403/08/20,1403/08/23,انبار کارخانه,سیمان خزر,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,887077
سیمان پرتلند نوع 2 رده 42/5-کیسه50,KZCO-PCT2G42.5-L50-00,تالار سیمان,سیمان خزر,نقدی,"13,229","157,425,100","13,229","13,229","13,229","13,229","14,000","11,940","11,900",تن,1403/08/20,1403/08/23,انبار کارخانه,سیمان خزر,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,887077
سیمان پرتلند نوع 2 رده 42/5-کیسه50,KZCO-PCT2G42.5-L50-00,تالار سیمان,سیمان خزر,نقدی (مچینگ),"13,229","4,497,860","13,229","13,229","13,229","13,229",0,340,340,تن,1403/08/21,1403/08/23,انبار کارخانه,سیمان خزر,,صبا تأمین,عمده,عادی,کیسه,نقدی,ریال,887077
سیمان پرتلند نوع 2 رده 32/5-کیسه50,SSGK-PCT2G32.5-L50-00,تالار سیمان,سیمان سپهر قیر و کارزین,نقدی (مچینگ),"9,958","199,160","9,958","9,958","9,958","9,958",0,20,20,تن,1403/08/20,1403/08/23,انبار کارخانه,سیمان سپهر قیر و کارزین,,مبین سرمایه,عمده,عادی,کیسه,نقدی,ریال,887078
سیمان پرتلند نوع 2 رده 32/5-کیسه50,SSGK-PCT2G32.5-L50-00,تالار سیمان,سیمان سپهر قیر و کارزین,نقدی,"9,958","14,737,840","9,958","9,958","9,958","9,958","1,500","1,480","1,480",تن,1403/08/20,1403/08/23,انبار کارخانه,سیمان سپهر قیر و کارزین,,مبین سرمایه,عمده,عادی,کیسه,نقدی,ریال,887078
سیمان پرتلند نوع 2 رده 42/5-کیسه50,ZATC-PCT2G42.5-L50-00,تالار سیمان,سیمان زاوه تربت,نقدی,"10,455","40,879,050","10,455","10,455","10,455","10,455","5,000","3,910","3,910",تن,1403/08/20,1403/08/23,انبار کارخانه,سیمان زاوه تربت,,مبین سرمایه,عمده,عادی,کیسه,نقدی,ریال,887080
سیمان پرتلند نوع 2 رده 42/5-کیسه50,ZATC-PCT2G42.5-L50-00,تالار سیمان,سیمان زاوه تربت,نقدی (مچینگ),"10,455","11,395,950","10,455","10,455","10,455","10,455",0,"1,090","1,090",تن,1403/08/20,1403/08/23,انبار کارخانه,سیمان زاوه تربت,,مبین سرمایه,عمده,عادی,کیسه,نقدی,ریال,887080
سیمان پرتلند نوع 2 رده 42/5-فله,ZATC-PCT2G42.5-B-00,تالار سیمان,سیمان زاوه تربت,نقدی,"8,422","92,728,545","8,422","8,391","8,579","8,374","11,010","11,610","11,010",تن,1403/08/20,1403/08/23,انبار کارخانه,سیمان زاوه تربت,,مبین سرمایه,عمده,عادی,فله,نقدی,ریال,887082
